Candidate_ID,Candidate_Gender,Candidate_Education_Level,Candidate_Work_Experience,Candidate_Skills,Job_Type,Job_Category,Required_Skills,Job_Description,Title,URL
487,0,4,3,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Soporte de Tecnologías de la Información de Google Professional Certificate,https://www.coursera.org/professional-certificates/soporte-de-tecnologias-de-informacion-google
488,0,1,9,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Suporte em TI do Google Professional Certificate,https://www.coursera.org/professional-certificates/suporte-em-ti-do-google
489,0,2,2,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Meta AR Developer  Professional Certificate,https://www.coursera.org/professional-certificates/meta-ar-developer
490,1,3,5,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Google Professional Workspace Administrator Professional Certificate,https://www.coursera.org/professional-certificates/g-suite-administration
491,1,1,6,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",SAS Advanced Programmer Professional Certificate,https://www.coursera.org/professional-certificates/sas-advanced-programmer
492,1,2,5,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Goodwill® Career Coach and Navigator Professional Certificate,https://www.coursera.org/professional-certificates/goodwill-career-coach-and-navigator
493,0,3,7,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Bases de Inteligencia Artificial para Todos Professional Certificate,https://www.coursera.org/professional-certificates/bases-de-inteligencia-artificial-para-todos
494,0,1,3,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Desarrollador back-end de Meta Professional Certificate,https://www.coursera.org/professional-certificates/meta-back-end-developer-es
495,0,3,7,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",UCI Project Management Professional Certificate,https://www.coursera.org/professional-certificates/applied-project-management
496,1,3,4,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Pre-MBA Statistics,https://www.coursera.org/learn/pre-mbastatistics
497,0,3,1,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Automation Business Analysis - Concepts and Principles,https://www.coursera.org/learn/automation-business-analyst
498,0,2,7,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Probability & Statistics for Machine Learning & Data Science,https://www.coursera.org/learn/machine-learning-probability-and-statistics
499,1,1,6,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Excellence in Online Teaching,https://www.coursera.org/learn/excellence-in-online-teaching
500,0,1,1,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Diversité et inclusion sur le lieu de travail ,https://www.coursera.org/learn/diversite-inclusion-travail
501,0,1,0,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",A Blueprint for Success – Your Video Pre-Production,https://www.coursera.org/learn/a-blueprint-for-success-your-video-pre-production
502,1,1,2,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Design Thinking: Insights to Inspiration ,https://www.coursera.org/learn/uva-darden-design-thinking-insights-to-inspiration
503,1,4,6,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Become a CBRS Certified Professional Installer by Google,https://www.coursera.org/learn/google-cbrs-cpi-training
504,0,3,8,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Introduction to Statistics,https://www.coursera.org/learn/stanford-statistics
505,1,3,2,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Diversity and inclusion in the workplace,https://www.coursera.org/learn/diversity-inclusion-workplace
506,1,3,4,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Instructional Design Foundations and Applications,https://www.coursera.org/learn/instructional-design-foundations-applications
507,0,4,7,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Project Practicum with Multiple Projects,https://www.coursera.org/learn/project-practicum-with-multiple-projects
508,1,4,1,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,The Science of Well-Being for Teens,https://www.coursera.org/learn/the-science-of-well-being-for-teens
509,0,3,9,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Introduction to Systematic Review and Meta-Analysis,https://www.coursera.org/learn/systematic-review
510,1,4,0,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Impact Measurement & Management for the SDGs,https://www.coursera.org/learn/impact-for-sdgs
511,0,2,6,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Introduction to Healthcare,https://www.coursera.org/learn/intro-to-healthcare
512,0,1,8,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Project Execution,https://www.coursera.org/learn/project-execution
513,1,4,6,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Fundamentals of Finance,https://www.coursera.org/learn/finance-fundamentals
514,0,4,6,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Social Psychology,https://www.coursera.org/learn/social-psychology
515,1,3,1,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Primeros Auxilios Psicológicos (PAP),https://www.coursera.org/learn/pap
516,0,4,1,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists
517,1,2,9,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Wine Tasting: Sensory Techniques for Wine Analysis,https://www.coursera.org/learn/wine
518,1,2,9,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist","Cybersecurity Roles, Processes & Operating System Security",https://www.coursera.org/learn/cybersecurity-roles-processes-operating-system-security
519,1,2,3,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Introduction to Cybersecurity Foundations,https://www.coursera.org/learn/introduction-to-cybersecurity-foundations
520,1,1,2,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Managing Emotions in Times of Uncertainty & Stress,https://www.coursera.org/learn/managing-emotions-uncertainty-stress
521,0,1,7,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Object-Oriented Data Structures in C++,https://www.coursera.org/learn/cs-fundamentals-1
522,0,2,3,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Cybersecurity for Everyone,https://www.coursera.org/learn/cybersecurity-for-everyone
523,1,4,7,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,ESG Risks and Opportunities,https://www.coursera.org/learn/esg-risks-opportunities
